CODE_VILLE,BPR,GENDER,MARITAL_STATUS,NOMBRE_ENFANT,CUSTOMER_RATING,TAILLE_ENTREPRI,age_client,label_code,label_nom,pack_actuel,pack_etat,solde_moyen,solde_min,nb_mois_observes_solde,depot_moyen,flux_cred_total,nb_mois_avec_flux,nb_operations_gab,montant_total_gab,montant_moyen_gab,nb_retraits,montant_total_retraits,nb_paiements_digitaux,montant_total_payfac,nb_vignettes_payees,montant_total_vignette,label_eligibilite,jamais_active_digital,jamais_utilise_gab,anciennete_digitale_jours_imp,recence_gab_jours_imp,nb_mois_observes_solde_etait_extreme,NOMBRE_ENFANT_etait_extreme,solde_moyen_etait_extreme,solde_min_etait_extreme,solde_max_etait_extreme,depot_moyen_etait_extreme,flux_cred_moyen_etait_extreme,flux_cred_total_etait_extreme,montant_total_gab_etait_extreme,montant_moyen_gab_etait_extreme,montant_total_retraits_etait_extreme,montant_total_payfac_etait_extreme,montant_total_vignette_etait_extreme,solde_volatilite_indefinie,solde_volatilite_relative_imp
780,78,M,3,1,SIL,PARTICULIER,55,,,PLOCI,W,7734.90875,51.4,24,4512.758333333334,56476.5,12,38,0.0,0.0,31,51400.0,0,0.0,0,0.0,0.0,1,0,2561,679,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,1.9292457716453348
793,78,M,3,0,SVC,PARTICULIER,65,,,SANS_PACK,SANS_ETAT,1062.9858333333334,178.42,12,248.3332352941178,13551.97,10,4,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,2561,671,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,2.639941109281011
780,78,M,3,3,SVC,PARTICULIER,67,,,PLOCI,V,782.4733333333334,-99.6,24,1417.7609090909089,7248.610000000001,5,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,2.521990099769108
000,78,F,1,0,SVC,PARTICULIER,44,,,SANS_PACK,SANS_ETAT,-162.84,-162.84,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
780,78,M,3,0,SVC,PARTICULIER,55,53,AVENIR MESENFANTS,PLOCI,W,-1025.6945833333336,-1033.2150000000001,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1.0,1,1,2561,699,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
780,78,M,3,1,SIL,PARTICULIER,62,,,PLOCI,W,1736.51125,0.0,32,1352.2680000000003,66313.85,14,23,20.0,0.8695652173913043,74,90300.0,21,220.0,0,0.0,0.0,0,0,1847,716,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,9.755594730526509
780,78,M,3,0,SVC,PARTICULIER,50,,,SANS_PACK,SANS_ETAT,-148.9345833333333,-151.31,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
780,78,M,3,2,GLD,PARTICULIER,58,,,PCNS0,W,898.4620833333335,0.0,36,2404.1304,88932.82,13,251,0.0,0.0,129,86900.0,0,0.0,0,0.0,0.0,0,0,2293,660,1,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,4.934053514593687
501,50,M,9,0,JNE,PARTICULIER,21,,,PJUN5,W,514.8494117647059,16.12,17,947.7411111111111,4648.0,2,1,0.0,0.0,20,6400.0,0,0.0,0,0.0,0.0,0,0,1171,944,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,4.496712916626678
821,81,M,3,0,PLT,PARTICULIER,62,,,PLOF2,W,14932.344166666668,0.0,36,45272.472928571435,231919.675,14,52,0.0,0.0,116,101250.0,112,15735.78,3,1400.0,0.0,0,0,4334,714,0,0.0,0,0,1,1,1,1,0.0,0.0,1,0.0,0.0,0,6.850942414544981
780,78,M,3,0,SVC,PARTICULIER,67,,,SANS_PACK,SANS_ETAT,65.10166666666667,-162.84,24,47.365555555555545,500.0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,13.91055016512634
780,78,M,3,0,SVC,PARTICULIER,54,,,SANS_PACK,SANS_ETAT,-162.83999999999997,-162.84,24,45272.472928571435,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,1,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
780,78,M,9,0,GLD,PARTICULIER,30,,,PCNS0,W,28334.288333333323,847.065,19,45272.472928571435,208532.0,13,2,0.0,0.0,15,17800.0,39,800.0,0,0.0,0.0,0,0,1219,760,0,0.0,1,1,1,1,0,0,0.0,0.0,0,0.0,0.0,0,3.5805933717645884
780,78,M,3,0,FNC,PARTICULIER,55,,,SANS_PACK,SANS_ETAT,39.63999999999999,39.64,24,20.019999999999996,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0
400,45,M,1,0,SVC,PARTICULIER,50,,,PLOCI,W,287.4045833333333,-107.29,24,461.87499999999994,7496.0,11,2,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,1395,807,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,3.3930913303110746
780,45,M,9,0,SVC,PARTICULIER,28,,,PJUN5,W,291.6470833333332,-1.18,24,329.65952380952376,2300.0,3,7,0.0,0.0,28,11300.0,64,820.0,0,0.0,0.0,0,0,1594,930,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,4.539733382098514
780,78,M,3,1,PLT,PARTICULIER,67,,,PLOCI,V,4080.718333333333,-16.5,6,0.0,13600.0,4,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,2.227583297221772
780,78,M,3,0,SVC,PARTICULIER,29,09,MaRetraite,PLOCI,W,-567.5512500000001,-993.6,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1.0,0,1,1554,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
780,78,M,1,0,GLD,PARTICULIER,59,,,SANS_PACK,SANS_ETAT,6881.055625000001,0.0,36,11005.941599999998,145498.09999999998,13,111,1733.75,15.864864864864865,51,42200.0,3,374.0,1,700.0,0.0,0,0,600,662,1,0.0,0,0,0,0,0,0,1.0,0.0,0,0.0,0.0,0,7.2759693757017105
500,50,F,9,0,SVC,PARTICULIER,31,,,PLOCO,W,2350.1386363636366,-69.29,22,3786.973913043478,1500.0,1,4,0.0,0.0,6,7500.0,0,0.0,0,0.0,0.0,0,0,1318,704,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,4.078393441005898
690,27,M,1,0,PLT,PARTICULIER,26,,,SANS_PACK,SANS_ETAT,-95.30833333333332,-104.4,12,47.642727272727264,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
822,81,F,9,0,JNE,PARTICULIER,18,,,PJUN5,V,284.8333333333333,13.75,3,0.0,6006.0,3,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,2.665593914569924
570,57,M,9,0,SVC,PARTICULIER,28,,,PLOCI,W,468.62166666666667,286.94,12,197.64823529411765,5000.0,10,36,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,0,2561,662,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.6274357779729918
10,01,M,3,0,SIL,PARTICULIER,33,,,PLOCI,W,1664.3804166666669,-90.17,24,2381.5504761904763,62000.0,3,7,0.0,0.0,17,8000.0,1,248.98,0,0.0,0.0,0,0,1430,1086,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,9.695830255152504
780,78,M,1,0,FNC,PARTICULIER,59,,,PLOC1,W,28334.288333333323,847.065,24,45272.472928571435,227725.19000000003,13,15,0.0,0.0,66,81500.0,0,0.0,0,0.0,0.0,0,0,1269,934,0,0.0,1,1,1,1,1,0,0.0,0.0,0,0.0,0.0,0,3.5805933717645884
780,17,M,3,0,FNC,PARTICULIER,60,,,SANS_PACK,SANS_ETAT,28334.288333333323,847.065,24,45272.472928571435,175631.72999999998,13,132,0.0,0.0,117,101250.0,0,0.0,0,0.0,0.0,0,0,273,679,0,0.0,1,1,0,1,0,0,0.0,0.0,1,0.0,0.0,0,3.5353488967695395
10,01,F,9,0,FNC,PARTICULIER,25,,,PJUN9,W,28334.288333333323,-22.04,22,19372.61285714286,73288.10000000002,10,2,0.0,0.0,6,4800.0,10,100.0,0,0.0,0.0,0,0,1309,1057,0,0.0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,2.661089952673949
780,78,M,3,0,SVC,PARTICULIER,59,,,SANS_PACK,SANS_ETAT,28334.288333333323,847.065,24,45272.472928571435,16100.0,6,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,1,1,1,1,0,0,0.0,0.0,0,0.0,0.0,0,3.5805933717645884
780,78,M,1,0,SVC,PARTICULIER,42,,,PLOCI,W,12.226249999999988,-1033.2150000000001,24,359.43384615384616,39007.83,3,41,0.0,0.0,41,35800.0,22,1123.75,0,0.0,0.0,0,0,1538,663,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,335.8417339740316
780,78,F,3,2,PLT,PARTICULIER,63,,,SANS_PACK,SANS_ETAT,28334.288333333323,847.065,24,45272.472928571435,70683.0,2,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,1,1,1,1,0,0,0.0,0.0,0,0.0,0.0,0,3.5805933717645884
780,78,M,1,1,SIL,PARTICULIER,63,,,SANS_PACK,SANS_ETAT,5022.833333333333,-1033.2150000000001,24,2950.0037142857145,75881.51000000001,13,221,0.0,0.0,91,66200.0,0,0.0,0,0.0,0.0,1,0,2561,660,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,7.892265653515613
780,78,M,1,1,PLT,PARTICULIER,35,,,PLOC1,W,10797.047647058822,-112.92,17,29828.200624999998,131500.0,7,18,0.0,0.0,12,10100.0,0,0.0,0,0.0,0.0,0,0,1160,688,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,5.506089436976263
780,78,M,1,0,SIL,PARTICULIER,27,,,PLOCO,W,11454.530909090909,638.8,22,10952.898695652175,96295.1,13,0,0.0,0.0,7,5900.0,113,1538.0,0,0.0,0.0,0,1,1309,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,1.84453123115077
640,64,M,9,0,SIL,PARTICULIER,46,,,PLOCO,W,384.556875,4.65,16,276.09000000000003,41278.67,13,32,0.0,0.0,14,11400.0,0,0.0,0,0.0,0.0,0,0,1139,684,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,7.433074756497333
780,78,M,3,2,SIL,PARTICULIER,66,,,SANS_PACK,SANS_ETAT,5014.44,284.08,24,5161.442800000001,77519.29000000001,13,11,0.0,0.0,158,68800.0,95,22494.965,2,700.0,0.0,0,0,2339,695,0,0.0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0,1.9860702291781338
110,78,M,9,0,SVC,PARTICULIER,48,,,PCNS0,V,84.09032258064516,-145.74,31,487.0733333333333,504.28,1,2,0.0,0.0,3,1700.0,0,0.0,0,0.0,0.0,1,0,2561,975,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,13.690160349854228
270,27,M,9,0,SIL,PARTICULIER,27,,,SANS_PACK,SANS_ETAT,-77.97437500000001,-1033.2150000000001,16,2594.9525,71300.0,1,0,0.0,0.0,24,5100.0,20,539.0,0,0.0,0.0,0,1,1111,699,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
780,78,M,1,0,PLT,PARTICULIER,52,,,SANS_PACK,SANS_ETAT,28334.288333333323,847.065,24,45272.472928571435,231919.675,10,11,0.0,0.0,36,64100.0,10,9337.0,0,0.0,0.0,0,0,5867,688,0,0.0,1,1,1,1,1,1,0.0,0.0,0,0.0,0.0,0,3.5805933717645884
454,45,M,9,0,GLD,PARTICULIER,32,,,PLOC1,W,14433.197857142859,-70.55,14,38781.93307692308,9905.03,8,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,1062,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,2.0486880518558475
690,27,M,9,0,SIL,PARTICULIER,37,,,PLOCO,W,150.95374999999999,-61.22,24,2061.075600000001,164040.0,3,6,0.0,0.0,8,4400.0,0,0.0,0,0.0,0.0,0,0,1483,698,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,9.966032642448434
270,27,M,9,0,SVC,PARTICULIER,48,,,PLOCO,W,-572.4475,-968.19,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,1594,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
780,27,F,1,0,FNC,PARTICULIER,25,09,MaRetraite,PLOF2,W,1091.1541463414635,-1033.2150000000001,36,4746.601818181818,168116.58,13,0,0.0,0.0,0,0.0,74,2582.18,0,0.0,1.0,0,1,1287,699,1,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,5.769262776581162
450,45,M,1,0,SIL,PARTICULIER,26,,,PLOC1,V,1212.8,71.0,2,0.0,4999.0,2,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,300,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,1.882915567282322
565,01,M,9,0,JNE,PARTICULIER,25,,,PJUN5,W,382.9866666666667,3.43,24,537.6588000000002,11601.0,10,2,0.0,0.0,48,9500.0,2,98.0,0,0.0,0.0,0,0,1568,918,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,5.850934758390197
780,78,F,3,0,SVC,PARTICULIER,57,,,SANS_PACK,SANS_ETAT,3394.3699999999994,847.065,24,45272.472928571435,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,1,0,1,0,0,0.0,0.0,0,0.0,0.0,0,0.7504500098692837
815,81,F,9,0,SIL,PARTICULIER,27,,,PJUN5,W,5081.595416666667,4.18,24,7580.5948,55577.49,8,0,0.0,0.0,148,75200.0,25,5336.950000000001,0,0.0,0.0,0,1,1395,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,4.710073911334768
400,45,M,3,4,FNC,PARTICULIER,52,,,SANS_PACK,SANS_ETAT,28334.288333333323,847.065,24,36502.285599999996,136203.43,13,172,0.0,0.0,63,101250.0,0,0.0,0,0.0,0.0,0,0,5094,662,0,0.0,1,1,0,0,0,0,0.0,0.0,1,0.0,0.0,0,3.5463917010326664
190,45,M,9,0,JNE,PARTICULIER,25,,,PJUN5,W,45.97826086956522,-1.61,23,63.05391304347827,6774.0,7,1,0.0,0.0,5,700.0,28,320.0,0,0.0,0.0,0,0,1356,1108,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,2.0548841607565014
780,78,F,1,0,SIL,PARTICULIER,51,,,SANS_PACK,SANS_ETAT,5233.339230769232,-0.68,26,13626.243333333334,1940.04,1,1,0.0,0.0,37,4300.0,0,0.0,0,0.0,0.0,1,0,2561,743,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,6.337066744118807
825,81,M,1,0,FNC,PARTICULIER,30,,,PLOF1,V,-38.865,-78.71,6,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,419,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
780,78,M,1,0,SVC,PARTICULIER,53,,,SANS_PACK,SANS_ETAT,116.95375000000001,-137.53,24,206.248,0.0,0,0,0.0,0.0,1,300.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,4.842341523892991
231,27,M,9,0,JNE,PARTICULIER,22,,,PJUN9,W,26.97521739130435,2.47,23,190.34812499999992,3000.0,4,4,20.0,5.0,2,1000.0,0,0.0,0,0.0,0.0,0,0,1356,901,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,3.170688071176442
640,64,M,9,0,SVC,PARTICULIER,37,,,PLOCI,W,-3.5808333333333215,-296.36,24,2681.7214285714285,5500.0,5,10,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,1596,681,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
780,78,M,1,0,SVC,PARTICULIER,58,,,SANS_PACK,SANS_ETAT,-142.23,-142.23,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
565,30,M,3,0,SVC,PARTICULIER,28,,,PLOCI,W,110.58166666666665,-82.86,12,160.14548387096775,4650.0,3,2,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,799,682,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,8.96531974860209
780,17,M,3,0,SIL,PARTICULIER,67,,,SANS_PACK,SANS_ETAT,28334.288333333323,0.0,36,45272.472928571435,25800.0,4,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,1,0.0,1,0,1,1,0,0,0.0,0.0,0,0.0,0.0,0,3.6104887758783204
519,50,M,9,0,JNE,PARTICULIER,23,,,PJUN5,W,1306.1666666666667,847.065,18,1363.328947368421,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,1197,699,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.45605588873293346
780,78,M,3,2,PLT,PARTICULIER,46,,,PVIP3,W,28334.288333333323,847.065,24,45272.472928571435,231919.675,13,1,0.0,0.0,6,12000.0,65,22494.965,3,2950.0,0.0,0,0,1386,992,0,0.0,1,1,1,1,1,1,0.0,0.0,0,1.0,1.0,0,3.5805933717645884
780,78,M,9,0,SVC,PARTICULIER,49,,,PLOCI,W,28334.288333333323,847.065,24,45272.472928571435,70027.88,13,0,0.0,0.0,11,19000.0,119,14072.27,0,0.0,0.0,0,1,1596,699,0,0.0,1,1,1,1,0,0,0.0,0.0,0,0.0,0.0,0,3.5805933717645884
501,27,F,9,0,JNE,PARTICULIER,24,,,PJUN5,V,411.6539999999999,3.6,10,0.0,20384.7,9,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,536,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,3.648938185952282
780,78,M,1,0,SIL,PARTICULIER,46,,,PLOC1,W,10333.753750000002,847.065,24,4595.9988,70076.0,13,56,0.0,0.0,118,76700.0,0,0.0,0,0.0,0.0,0,0,1014,782,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,2.54915935073448
640,64,F,3,0,SVC,PARTICULIER,29,,,PCNS0,W,-10.040714285714285,-103.05,14,390.11500000000007,5360.0,3,61,0.0,0.0,7,3300.0,0,0.0,0,0.0,0.0,0,0,1050,673,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
780,78,M,1,0,SIL,PARTICULIER,47,,,PLOCI,W,213.00200000000004,-1033.2150000000001,36,4038.9809090909084,40568.32,13,1,0.0,0.0,44,46500.0,0,0.0,0,0.0,0.0,1,0,2561,986,1,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,35.95358259546858
660,27,F,9,0,JNE,PARTICULIER,23,,,PJUN5,W,3881.0,707.25,16,3090.073529411765,22600.0,6,1,0.0,0.0,4,800.0,29,608.0,0,0.0,0.0,0,0,1128,1107,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,2.249162586962123
780,78,M,3,3,FNC,PARTICULIER,59,,,PLOF1,W,7349.062500000001,847.065,24,8391.9248,70605.35999999999,13,0,0.0,0.0,123,101250.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,1,0,0,0,0,0.0,0.0,1,0.0,0.0,0,2.6773925245567036
780,78,F,3,0,SVC,PARTICULIER,50,,,SANS_PACK,SANS_ETAT,-172.18000000000004,-172.18,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
000,45,M,1,0,SIL,PARTICULIER,62,,,SANS_PACK,SANS_ETAT,28334.288333333323,0.0,17,45272.472928571435,231919.675,7,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1,1155,699,0,0.0,1,0,1,1,1,1,0.0,0.0,0,0.0,0.0,0,3.6104887758783204
780,78,F,3,1,GLD,PARTICULIER,50,,,SANS_PACK,SANS_ETAT,28334.288333333323,847.065,24,45272.472928571435,170217.22,13,12,0.0,0.0,14,13700.0,0,0.0,0,0.0,0.0,0,0,2001,662,0,0.0,1,1,0,1,0,0,0.0,0.0,0,0.0,0.0,0,3.5465568719360236
780,78,F,3,2,SVC,PARTICULIER,46,,,SANS_PACK,SANS_ETAT,-162.84,-162.84,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
780,78,M,3,2,SIL,PARTICULIER,49,,,PLOCI,W,28334.288333333323,847.065,24,45272.472928571435,74670.44,13,1,0.0,0.0,40,68300.0,0,0.0,0,0.0,0.0,1,0,2561,679,0,0.0,1,1,0,1,0,0,0.0,0.0,0,0.0,0.0,0,1.9992722010016961
780,78,M,3,0,SVC,PARTICULIER,51,,,SANS_PACK,SANS_ETAT,10.629166666666675,-129.06,24,45272.472928571435,1820.5,3,69,0.0,0.0,26,11700.0,0,0.0,0,0.0,0.0,1,0,2561,678,0,0.0,0,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,134.7565660525283
780,78,M,3,0,SIL,PARTICULIER,49,,,SANS_PACK,SANS_ETAT,299.50624999999997,-143.93,24,169.90812499999998,49734.0,10,33,0.0,0.0,11,15500.0,0,0.0,0,0.0,0.0,1,0,2561,686,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,13.765789528599155
780,78,M,3,0,FNC,PARTICULIER,61,,,PLOF1,W,869.4879166666665,511.35,24,914.3614285714287,81887.43000000001,13,797,620.0,0.7779171894604768,112,68100.0,0,0.0,0,0.0,0.0,1,0,2561,660,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,3.5311704063359137
780,78,M,3,0,SVC,PARTICULIER,55,,,SANS_PACK,SANS_ETAT,-162.83999999999997,-162.84,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
240,78,M,9,0,SIL,PARTICULIER,41,,,PLOCO,W,7655.707999999999,-287.88,20,9715.488235294117,26570.38,3,23,0.0,0.0,9,17000.0,0,0.0,0,0.0,0.0,1,0,2561,844,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,4.405945211076494
570,57,F,1,0,SVC,PARTICULIER,54,,,SANS_PACK,SANS_ETAT,80.11,80.11,24,80.11,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0
570,57,F,1,0,SVC,PARTICULIER,33,,,SANS_PACK,SANS_ETAT,-8816.781666666668,-1033.2150000000001,24,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,1,3.5805933717645884
825,81,M,9,0,SIL,PARTICULIER,30,09,MaRetraite,PLOCO,W,226.11374999999995,11.99,24,484.6591999999999,46500.0,13,3,0.0,0.0,69,32100.0,0,0.0,0,0.0,1.0,0,0,1603,884,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,7.989474324316856
570,57,F,3,1,FNC,PARTICULIER,67,,,SANS_PACK,SANS_ETAT,27208.78458333333,835.53,24,7772.682000000001,147893.08,13,8,0.0,0.0,96,101250.0,0,0.0,0,0.0,0.0,1,0,2561,758,0,0.0,0,0,0,0,0,0,0.0,0.0,1,0.0,0.0,0,2.826013038711778
570,57,M,1,0,FNC,PARTICULIER,62,,,PLOCI,W,2118.647916666667,189.88,24,2571.7960000000007,81690.93000000001,13,29,0.0,0.0,31,53200.0,0,0.0,0,0.0,0.0,1,0,2561,685,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,2.769412488900645
570,57,M,3,2,SVC,PARTICULIER,62,,,PRO06,W,83.95208333333333,10.78,24,3696.971399999999,9250.0,13,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,8.30878725463434
95,45,M,9,0,FNC,PARTICULIER,26,,,PJUN5,W,21284.97727272727,34.5,22,9891.874782608695,82419.40000000001,11,25,0.0,0.0,44,9500.0,35,912.0,0,0.0,0.0,0,0,1309,744,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,2.069064459675465
570,57,M,1,0,SVC,PARTICULIER,55,,,SANS_PACK,SANS_ETAT,63.89000000000001,63.89,24,63.89000000000001,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1,2561,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0
570,57,M,3,0,SIL,PARTICULIER,65,,,PCNS0,W,2017.3254166666666,14.06,24,1288.3634,58517.729999999996,13,78,0.0,0.0,53,60200.0,0,0.0,0,0.0,0.0,1,0,2561,677,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,2.4830203191891242
480,27,M,1,0,FNC,PARTICULIER,43,,,PLOF1,W,1207.6525000000001,-4.86,16,721.8476470588237,11700.0,13,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,1133,861,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,2.407149407631748
330,81,F,9,0,JNE,PARTICULIER,22,,,PJUN5,W,277.6320588235294,0.0,34,3248.5903999999996,27063.42,5,0,0.0,0.0,1,500.0,0,0.0,0,0.0,0.0,0,1,1436,699,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,5.492377236482056
530,43,M,1,0,SIL,PARTICULIER,26,,,PJUN5,W,13371.553333333331,847.065,12,12436.579000000002,35546.0,7,52,0.0,0.0,0,0.0,4,1429.0,0,0.0,0.0,0,0,925,663,0,0.0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0,1.4335211865188442
